alcaldia,title,price,location,description,bedrooms,bathrooms,area
Gustavo A. Madero,Casa en Venta en Industrial,6990000.0,"Industrial, Gustavo A. Madero, Ciudad de México","Terreno 156, construcción 290.
Cerca de Plaza Tepeyac con todos los servicios a unas calles, Parque María del Carmen, Vías de comunicación como Calz. de los Misterios, Calz. de Guadalupe, Línea 7 de Metrobús, Línea 5 Misterois, etc.
La casa está muy iliminada, en planta baja cuenta con:
* cocina integral con plancha de granito y amplia alacena
* sala, comedor
* cantina
* estudio
* medio baño para visitas.
* recámara completa en PB con baño integrado
* 3 lugares de estacionamiento.

En el segundo nivel:
* recámara principal grande con closet, baño completo en el pasillo.
* dos recámaras con vestidor que comparten un baño.
* área de lavado cerrada y lavadero exterior.
Cisterna, dos tinacos, calentador, gas estacionario.
Visítela previa cita.

*El precio NO incluye: impuestos, gastos notariales, derechos, honorarios, costos de tasas de interés y ni gastos en caso de financiamiento. Tampoco incluye mobiliario, artículos decorativos, ni electrodomésticos. EasyBroker ID: EB-QV5380",4.0,3.0,290.0
Gustavo A. Madero,Departamento en Venta en Residencial Zacatenco,4536363.0,"Residencial Zacatenco, Gustavo A. Madero, Ciudad de México","Desarrollo que aprovecha en cada departamento al máximo cada espacio y la luz natural.

Con amplias amenidades que potencializan tu bienestar personal y familiar.

4 torres 

96.05 m2, 98.51 m2, 98.60 m2, 115.90 m2, 122.78 m2, 124.33 m2, 125.11 m2, 125.19 m2 y 155.75 m2

Algunos con balcón de 3 m2 - 5.31 m2 

Desde $4,536,363.00 hasta $6,258,858.00 

3 recámaras
2, 2.5 y 3.5 baños 
Estancia y comedor
Cocina integral
Cuarto de servicio
Acabados de primera calidad

Centro Comercial y Amenidades: 
Gimnasio interior
Gimnasio al aire libre
Salón de jóvenes
Salón de usos múltiples
Alberca
Pet garden
Jardines
Ludoteca
Asadores
Área de juegos 
Roof Garden
Cancha de futbol 
Jardín para eventos

Precio sujeto a cambios sin previo aviso. EasyBroker ID: EB-QH2277",3.0,2.0,96.0
Gustavo A. Madero,Departamento en Venta en Residencial Zacatenco,3981721.0,"Residencial Zacatenco, Gustavo A. Madero, Ciudad de México","Desarrollo que aprovecha en cada departamento al máximo cada espacio y la luz natural.

Con amplias amenidades que potencializan tu bienestar personal y familiar.

4 torres 

82.36 m2
Balcón de 3 m2

$3,981,721.00

2 recámaras
2 completos
Estancia y comedor
Cocina integral
Cuarto de servicio
Balcón
Acabados de primera calidad

Centro Comercial y Amenidades: 
Gimnasio interior
Gimnasio al aire libre
Salón de jóvenes
Salón de usos múltiples
Alberca
Pet garden
Jardines
Ludoteca
Asadores
Área de juegos 
Roof Garden
Cancha de futbol 
Jardín para eventos

Precio sujeto a cambios sin previo aviso. EasyBroker ID: EB-QH2290",2.0,2.0,82.0
Gustavo A. Madero,Casa en Venta en Lindavista Norte,17500000.0,"Lindavista Norte, Gustavo A. Madero, Ciudad de México","Excelentes espacios, ideal para modernizar, consta de sala y comedor, cocina amplia con espacio para antecomedor, despacho,  4 recamaras, cuarto de costura, 3 baños, en 3er piso cuenta con un departamento independiente, área abierta, bodega, cuarto de servicio y área de lavado, estacionamiento para 18 autos.",4.0,3.0,872.0
Gustavo A. Madero,Departamento en Venta en Guadalupe Insurgentes,2784000.0,"Guadalupe Insurgentes, Gustavo A. Madero, Ciudad de México","DEPARTAMENTOS EN VENTA A UNOS MINUTOS DE LINDAVISTA

ACERCATE A TU LUGAR DE TRABAJO EN LA CDMX

OBTEN TU DEPARTAMENTO EN ESTE DESARROLLO
Es un conjunto de ideas y diseños hechos realidad, donde puedes contar con todas las comodidades de modernidad, buen gusto, sectores comerciales, áreas de trabajo, amenidades de valor, y una envidiable ubicación en el norte de la CDMX.

Te brindo la mejor asesoría para elegir tu nuevo hogar, te apoyo con el tramite de crédito INFONAVIT y/o bancario.

Agenda tu cita y conoce un nuevo estilo de vida diferente. 551576----.
Dorian Hernández",3.0,2.0,60.0
Gustavo A. Madero,Departamento en Venta en Guadalupe Insurgentes,2286287.0,"Guadalupe Insurgentes, Gustavo A. Madero, Ciudad de México","DEPARTAMENTOS EN VENTA A UNOS MINUTOS DE LINDAVISTA

ACERCATE A TU LUGAR DE TRABAJO EN LA CDMX

OBTEN TU DEPARTAMENTO EN ESTE DESARROLLO
Es un conjunto de ideas y diseños hechos realidad, donde puedes contar con todas las comodidades de modernidad, buen gusto, sectores comerciales, áreas de trabajo, amenidades de valor, y una envidiable ubicación en el norte de la CDMX.

Te brindo la mejor asesoría para elegir tu nuevo hogar, te apoyo con el tramite de crédito INFONAVIT y/o bancario.

Agenda tu cita y conoce un nuevo estilo de vida diferente. 551576----.
Dorian Hernández",2.0,1.0,49.0
Gustavo A. Madero,Casa en Venta en Guadalupe Tepeyac,5250000.0,"Guadalupe Tepeyac, Gustavo A. Madero, Ciudad de México","Buena propiedad en venta actualmente tiene 3 viviendas que puedes ser remodeladas esta a media calle de Circuito Interior cerca de Calz. de los Misterios, Calz. de Guadalupe. Cuenta con; Estacinaiento hasta para 3 autos, Casa Principal dividida en 2 Departamentos de 2 Recamaras Cocina, Estancia y Comedor y Dos Baños cada uno. atars hay otro Depto. de 1 Recamaras Cocineta y Estancia. Ideal para inversionistas Constructores para hacer Departamentos",6.0,5.0,296.0
Gustavo A. Madero,Departamento en Venta en Guadalupe Insurgentes,2375430.0,"Guadalupe Insurgentes, Gustavo A. Madero, Ciudad de México","DEPARTAMENTOS EN VENTA EN GUADALUPE INSURGENTES
ACERCATE A TU LUGAR DE TRABAJO EN LA CDMX

OBTEN TU DEPARTAMENTO EN ESTE DESARROLLO
Es un conjunto de ideas y diseños hechos realidad, donde puedes contar con todas las comodidades de modernidad, buen gusto, sectores comerciales, áreas de trabajo, amenidades de valor, y una envidiable ubicación en el norte de la CDMX.

Te brindo la mejor asesoría para elegir tu nuevo hogar, te apoyo con el tramite de crédito INFONAVIT y/o bancario.

Agenda tu cita y conoce un nuevo estilo de vida diferente. 551576----.
Dorian Hernández",2.0,2.0,51.0
Gustavo A. Madero,Departamento en Venta en Industrial Vallejo,1995000.0,"Industrial Vallejo, Gustavo A. Madero, Ciudad de México","Departamento en venta, Adelina Patti, Col. Vallejo, G.A.M., CDMX. 


Precio de venta $1,995,000 
Acepta créditos Bancarios, Infonavit, Fovissste, CFE. 
(Te asesoramos y acompañamos en todo el proceso)

Se muestra previa cita, Whatsapp:  553400----

A 1 calle del Metrobús Clave de la línea 7 y a 5 minutos del Metro Misterios. 
Rodeado de vialidades, como: Circuito Interior Rio Consulado, Robles Domínguez, Calzada de los Misterios.

66.23 mts² habitables 
74 mts² de construcción
2 recámaras 
Sala comedor 
1 estudio 
1 baño 
Cocina integral con campana y barra desayunador
Cuarto de lavado
Zotehuela con lavadero
NO cuenta con estacionamiento 

Ubicado en planta baja, entrada independiente, recién remodelado, las instalaciones eléctricas e hidráulicas son nuevas, con cisterna y gas estacionario.
El inmueble cuenta con escritura libre de gravamen.",2.0,1.0,66.0
Gustavo A. Madero,Casa en Venta en Lindavista Norte,25000000.0,"Lindavista Norte, Gustavo A. Madero, Ciudad de México","Casa en venta
Riobamba, Lindavista, GAM
Casa en venta  

Terreno 392 m2 
Construcción 492 m2
Antigüedad 25 remodelada

$25, 000,000 MXP

Estado de conservación: impecable

Ubicación privilegiada, cerca de principales escuelas, hospital Angeles, Mig y zona comercial. Fácil acceso a las principales vías de comunicación como Insurgentes Norte, Autopista Naucalpan- Ecatepec, Montevideo, Instituto Politécnico.

Uso de suelo habitacional, por su ubicación y distribución es también ideal para clínicas, notarías, oficinas o gran inversión en la renta de los departamentos.

Espacios muy amplios, techos altos, muy iluminada, interfón, cisterna, closets, 14 extensiones y sistema de audio para escuchar música distribuido por toda la casa.


DISTRIBUCIÓN CASA

PLANTA BAJA

Hall recibidor de doble altura y closet de visitas.
Amplia sala y comedor  
Salón  de juegos con cantina
Baño de visitas
Cocina  con cuarto para alacena
Desayunador
Jardín 
Garage 4 autos
Caseta de vigilancia 

PLANTA ALTA
Estudio
Biblioteca 
4 recámaras: 
2 recámaras con clósets c/u comparten baño, 
1 recámara con clóset y baño
1 recámara principal muy amplia con espacio para sala, baño y walking closet. 
Bodega 

+ recámara con entrada independiente con baño

AZOTEA 
2 cuartos  de servicio con baño c/u
Cuarto de lavado


Informes y citas
Magaly Vázquez 
55 5966 ----",5.0,4.0,492.0
Gustavo A. Madero,Departamento en Venta en Santa Rosa,804575.0,"Santa Rosa, Gustavo A. Madero, Ciudad de México","Hola soy Norma Cadena tu asesor inmobiliario y mi compromiso es acompañarte de principio a fin en la compra de tu nuevo hogar ...

Este hermoso departamento cuenta con grandes espacios listos para vivir con acabados de primera son edificios de únicamente 2 niveles y sobre todo están ubicados dentro de privadas con seguridad 24/7 , amenidades como área de juegos, área de descanso, cancha de futbol 7 y hasta un salón de usos múltiples ...

Aceptamos todos los créditos  y te llevamos todo el proceso hasta la culminación de la entrega de tu nuevo hogar ,ese es mi compromiso darte la asesoría y la atención que tu y tu familia merecen....

No lo dudes ven a conocernos agenda tu visita",2.0,1.0,50.0
Gustavo A. Madero,Casa en Venta en Lindavista Norte,16000000.0,"Lindavista Norte, Gustavo A. Madero, Ciudad de México","Magnifica residencia en desniveles con amplios espacios, y excelente iluminación,  en PB se ubican 5 estacionamientos, bodega, lavandería y cuarto de servicio. N1 Recibidor, estudio, baño de visitas, cuarto de tv y sala con chimenea, jardin. N2. Antecomedor, cocina integral y comedor con balcon. N3 Family room con balcón y recámara principal con vestidor y baño. N4 2 recámaras con vestidor y baños completos.   Casa de la época con muy buen mantenimiento, es un buen proyecto para remodelar a su gusto.  El precio de venta no incluye los gastos de escrituración o impuestos que se generen",3.0,3.0,528.0
Gustavo A. Madero,Casa en Venta en Tepeyac Insurgentes,1520360.0,"Tepeyac Insurgentes, Gustavo A. Madero, Ciudad de México","Buscas una casa amplia, en excelente ubicación, con construcción tradicional y que brinde los espacios perfectos para tu familia? No esperes más y conoce las increíbles opciones que tenemos a la zona sur de Pachuca, descubre VERMENTINO, el hogar que tiene todo lo que mereces, habitaciones cómodas, patio trasero ideal para disfrutar un fin de semana en compañía de tus seres queridos, estacionamiento amplio; además, una terraza increíble en tu habitación principal donde puedas observar atardeceres majestuosos, así como podrás descansar y respirar tranquilidad. Ubicada en privada con control de accesos, en la zona más estratégica de Pachuca, vive tranquilo y seguro 24/7. No esperes más y encuentra le mejor opción para vivir. Agenda ya tu visita",3.0,1.0,108.0
Gustavo A. Madero,Casa en Condominio en Venta en Torres Lindavista,12900000.0,"Torres Lindavista, Gustavo A. Madero, Ciudad de México","Casa remodelada con muy buena iluminación natural y amplios espacios en Fraccionamiento Torres de Linda Vista  distribuidas en tres  niveles.
Planta Baja :
Sala y comedor de muy buen tamaño,
medio baño de visitas, cocina integral , 
Jardín trasero con asador y cuarto de lavado cubierto 
Estacionamiento para dos autos  con portones automatizados 

Planta Alta :
3 recamaras ( la principal con baño y vestidor) segundo baño que da servicio a las otras dos recamaras de amplios closets .
Closets de blancos 

2do piso :

Family room o gimnasio (puede ser también una  cuarta recámara )
Baño con vestidores y sauna. EasyBroker ID: EB-QL5580",4.0,3.0,280.0
Gustavo A. Madero,Casa en Venta en Planetario Lindavista,12700000.0,"Planetario Lindavista, Gustavo A. Madero, Ciudad de México","Casa sola en venta, cerca del planetario Luis Enrique Erro, consta de tres niveles.
Tres recámaras, tres baños, sala, comedor, cocina, antecomedor, salón de juegos, jardín, estacionamiento para 5 o 6 coches a lo largo del jardín y otros dos techados en el area del sótano. Cuarto de servicio con baño, area de lavado. EasyBroker ID: EB-NF9880",3.0,3.0,300.0
Gustavo A. Madero,Departamento en Venta en Lindavista Norte,4600000.0,"Lindavista Norte, Gustavo A. Madero, Ciudad de México","ES UN DEPARTAMENTO UBICADO EN LINDAVISTA NORTE ZONA MUY TRANQUILA, CON ACCESO A IMPORTANTES AVENIDAS COMO: INSURGENTES NORTE Y EJE 5 NORTE MONTEVIDEO, TAMBIEN A UNAS CALLES PODEMOS TENER ACCESO A TRANSPORTE PUBLICO COMO METRUBUS Y OTRAS LINEAS DE TRANSPORTE. MUY CERCA PODEMOS ENCONTRAR ESCUELAS, UNIVERSIDADES, HOSPITALES  COMERCIOS, TIENDAS DE AUTOSERVICIO Y PLAZAS COMERCIALES",3.0,2.0,121.0
Gustavo A. Madero,Departamento en Venta en Vasco de Quiroga,2025370.0,"Vasco de Quiroga, Gustavo A. Madero, Ciudad de México","Eduardo Molina Residencial, es el proyecto en preventa que asegura generar plusvalía en la zona gracias al tipo de propuesta novedosa que ofrece, aunado a su ubicación y cercanía con la nueva plaza Parque Tepeyac. La mejor inversión que se puede hacer en la zona. Este desarrollo ofrece muchas amenidades que buscan proporcionar a sus habitantes la seguridad, tranquilidad, comodidad que están buscando. Este proyecto te sorprenderá por su calidad en construcción y distribución. 
Contamos con departamentos con Sala, Comedor, Cocina integral equipada con estufa, campana y horno así como barra de granito (adicional) y con 2 y 3 Recamaras, 1 o 2 Baños completos, un cajo de estacionamiento y área de lavado. 
El desarrollo ofrece excelentes amenidades entre las que podemos encontrar Salón de Usos Múltiples con Barra y cocineta, Gimnasio, Salón de Jóvenes, Jardín con juegos infantiles, Terrazas Privadas, Ludoteca, Co-working, Salón de Adultos, Jardín con Pergolas y Asadores, Zona Pet y Espacio para practicar Yoga. También cuenta con servicios de Vigilancia, elevadores, cisternas, focos ahorradores, inodoros de baja descarga.

Precios Desde $2,025,370 Entrega en Enero 2025",2.0,1.0,64.0
Gustavo A. Madero,Departamento en Venta en Nueva Industrial Vallejo,2850000.0,"Nueva Industrial Vallejo, Gustavo A. Madero, Ciudad de México","Se vende departamento en el fraccionamiento “Terrazas Lindavista “  con muy buena iluminación natural 

               Sala comedor  muy iluminada 
	◦	3 recámaras con closet
          ◦	1  1/2 baño con cancel de  vidrio templado, sanitario ahorrador de agua y muebles de baño nuevos.
	◦	Cocina integral. 
               Área de lavado 
	◦	2 estacionamientos.
	◦	1 Bodega.

Segundo piso 
Elevador 
Seguridad 24/7. EasyBroker ID: EB-QS7066",3.0,1.0,70.0
Gustavo A. Madero,Casa en Venta en Fernando Casas Alemán,3200000.0,"Fernando Casas Alemán, Gustavo A. Madero, Ciudad de México","Excelente ubicación a tres cuadras del mercado de Casas Alemán.

Casa ideal para una familia grande o para inversión, ya que cuenta con 4 departamentos, 2 en Planta Baja todos independientes.

 1 Depar de 2 recamaras y Gas estacionario, 3 Dptos. de 1 recamara (todos con baño completo) y Gas LP, cocina y comedor en todos los Dptos. Garaje para 1 auto. Tiene tinaco para cada Dpto.

A sus alrededores: Deportivo Los Galeana, Oxxo, Mini super, Mercado, Elektra, Banco BBVA, muy cerca estación Metrobús Casas Alemán, transporte para Depvo. 18 de Marzo, Martín Carrera y Av. Central.

¡¡ Agende una cita y conózcala !!",5.0,4.0,225.0
Gustavo A. Madero,Casa en Venta en Tres Estrellas,1543988.0,"Tres Estrellas, Gustavo A. Madero, Ciudad de México","VENDO CASA EN COLONIA TRES ESTRELLAS

CASA DE 2 NIVELES
, SUPERFICIE DE 245 M2,
5RECAMARAS,
3.5 BAÑOS,
2 ESTACIONAMIENTO

 ALTA PLUSVALIA ,CERCA DE ESCUELAS Y ZONAS DE TRABAJO, CENTROS COMERCIALES CLINICAS CERCANAS ,
EL MEJOR LUGAR PARA TU FAMILIA O INVERSION, CERCA DE VIAS PRINCIPALES Y FACIL ACCESO

PAGO CON RECURSOS PROPIOS, NO SE ACEPTA NINGUN TIPO DE CREDITO.

LA PROPIEDAD SE ENTREGA LIBRE DE GRAVAMEN (NINGUN ADEUDO)

NUESTRO PRECIO ES DE UN 30 A UN 70% POR DEBAJO DE SU COSTO COMERCIAL.

AGENDE SU CITA HOY MISMO AL WHATSAPP, ATENCION 24 /7 PERSONALIZADA CONTACTAME HOY MISMO Y NO DEJES PASAR ESTA OPORTUNIDAD

ASESOR PATRIMONIAL 38 -6",5.0,3.0,245.0
Gustavo A. Madero,Casa en Venta en Fernando Casas Alemán,4100000.0,"Fernando Casas Alemán, Gustavo A. Madero, Ciudad de México","Casa amplia, acabados en madera, con una muy buena ubicación, ya que se encuentra muy céntrica y rodeada de los servicios básicos como: Mercado, escuelas, medios de transporte, Hospitales, deportivo Los galeana.

¡¡Agende una cita y conózcala !!",4.0,2.0,220.0
Gustavo A. Madero,Casa en Venta en Industrial,6400000.0,"Industrial, Gustavo A. Madero, Ciudad de México","Casa con un departamento en venta ubicada en Escuela Industrial 118, Colonia Industrial, Gustavo A. Madero, Ciudad de México.

La propiedad consta de una casa desarrollada en dos niveles y un departamento independiente.

Superficie del terreno: 175 m2
Superficie construida: 293 m2
Frente: 12 m
Fondo: 14 m

Características

Casa
Sala
Comedor
Cocina equipada
Cuatro recamaras
Dos baños y medio
Cuarto de TV
Cuarto de servicio
Estacionamiento para un automóvil

Departamento
Sala
Comedor
Cocina equipada
Dos recamaras
Dos baños y medio

Servicios
Cisterna
Línea telefónica
Tanque estacionario",6.0,4.0,293.0
Gustavo A. Madero,Casa en Venta en Lindavista Norte,8500000.0,"Lindavista Norte, Gustavo A. Madero, Ciudad de México","EXCELENTE PROPIEDAD QUE ACTUALMENTE ESTA ACONDICIONADA EN PLANTA BAJA COMO CASA HABITACION CON SALA, COMEDOR , COCINA,  MEDIO BAÑO,  2 BAÑOS COMPLETOS  Y 4 RECAMARAS Y EN PLANTA ALTA UNA SUITE CON COCINA, RECAMARA Y BAÑO , Y OFICINAS QUE CUENTAN CON RECEPCION 5 OFICINAS , MEDIO BAÑO Y TERRAZA, IDEAL COMO INVERSION YA QUE SE PUEDE HABITAR LA PARTE DE ABAJO Y RENTAR COMO OFICINAS LA PARTE DE ARRIBA,
ENTRADA TOTALMENTE INDEPENDIENTE PARA PLANTA BAJA Y PARA PLANTA ALTA
PROPIEDAD UNICA EN LA ZONA. EasyBroker ID: EB-PT7619",4.0,4.0,460.0
Gustavo A. Madero,Casa en Venta en Planetario Lindavista,10450000.0,"Planetario Lindavista, Gustavo A. Madero, Ciudad de México","Casa en venta Planetario Lindavista.
Cuenta con amplios espacios
PLANTA BAJA :
Recibidor, sala comedor, amplia cocina con antecomedor , medio baño de visitas
1er PISO: 3 Recámaras cada una con su baño completo, sala de televisión
AZOTEA: Cuarta recámara con baño completo, espacio que puede aprovecharse para poner un roof garden con vista al parque.
SOTANO: CUARTO DE SERVICIO Y DE LAVADO
ESTACIONAMIENTO PARA 3 AUTOS
PEQUEÑO PATIO AL FONDO
JARDIN PEQUEÑO AL FRENTE
IMPORTANTE: LA CASA ESTÁ DENTRO DE UNA PRIVADA CON SEGURIDAD LAS 24HRS. ADEMAS SE ENCUENTRA FRENTE A UN ENORME PARQUE
Ubicado justo enfrente de un parque central ,lo que hace que la casa tenga de vistas verdes y arboladas.
Escuelas primarias, secundarias, preparatoria , universidades, a 2 cuadras del planetario, cerca de plaza parque lindavista, hospital Angeles Lindavista
Se aceptan créditos bancarios.
Te ayudamos con tu crédito bancario
Para más información y nuestro Aviso de Privacidad contáctanos a través de los medios disponibles Azucena Fernández propiedades
Al ""Contactar"" para consultar esta propiedad, estás aceptando los ""Términos y Condiciones"" y ""Aviso de privacidad"".

* Los gastos e impuestos de escrituración NO están incluidos en el precio de venta.
Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial.  Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles
La publicación de la presente información NO representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles
AGENDA TU CITA ANTES DE QUE TE LO GANEN!",4.0,4.0,353.0
Gustavo A. Madero,Departamento en Venta en Bondojito,2350000.0,"Bondojito, Gustavo A. Madero, Ciudad de México","SE VENDE DEPARTAMENTO EN ""BONDOJITO"" GUSTAVO A MADERO CDMX 
$2,350,000.00 
* Construcción 57 m2 
* Dos recamaras 
* Un baño completo 
* Sala comedor 
* Cocina integral equipada
* Area de lavado
* Elevador
* Gimnasio
* Salon de usos multiples
* Area de juegos infantiles
* Estacionamiento para un auto 
* Excelente departamento con vigilancia.
Ubicado cerca de Metro Bondojito, Hospitales y Supermecados.
Listo para habitarse. 
citas al 562435---- cel.

El pago podrá realizarse con recursos propios o con crédito hipotecario de cualquier institución, pública o privada, sujeto a la negociación que lleguen las partes de la compraventa y a las políticas de la institución correspondiente. 
En las operaciones de crédito el costo total se determinará en función de los montos variables de conceptos de crédito y gastos notariales. 
NOM-247.",2.0,2.0,57.0
Gustavo A. Madero,Casa en Venta en Del Obrero,3800000.0,"Del Obrero, Gustavo A. Madero, Ciudad de México","Agradable Casa de tres niveles  de 279 m2 de  Construcción, y  Terreno de 137  distribuida  en Sala comedor, cocina, 5.5 baños , cinco  recámaras , dos cajones de estacionamiento,   ubicada en Oriente 185  Colonia Villa hermosa Alcaldía  Gustavo A Madero México, en un entorno de 1000 m  se encuentra vías principales como Avenida Centenario, y Eje tres Oriente Eduardo Molina , sus  banquetas y guarniciones son de concreto premezclado,  postes de alumbrado público de concreto con línea de suministro de energía eléctrica aérea, la  vialidad de circulación vehicular es  empedrado con un ancho  de 12 m, cuenta con otros   servicios de agua, gas , en equipamiento  urbano , centros comerciales  Parque Tepeyac, Plaza Oriente, Preparatoria número dos de la UNAM, deportivo Nueva Atzacoalco.",5.0,5.0,279.0
Gustavo A. Madero,Penthouse en Venta en Torres Lindavista,4980000.0,"Torres Lindavista, Gustavo A. Madero, Ciudad de México","Penthouse en edificio vanguardista en venta, ubicado en Avenida Manuel Luis Stampa Ortigoza N° 330, Torres Lindavista, Gustavo A. Madero, Ciudad de México.
 
El edificio cuenta con 12 departamentos. El penthouse esta desarrollado en tres niveles; tiene amplios ventanales, lo que permite contar con buena iluminación natural. Acabados de lujo.
 
Excelente ubicación, el edificio se localiza a 5 minutos del Eje Central Lázaro Cárdenas.
 
Solo se acepta pago de contado.  
 
Superficie construida: 120 m2
40 m2 por piso
 
Características
Sala
Comedor
Cocina equipada
3 Recamaras
2 y ½ Baños
Roof garden
Estacionamiento para 2 automóviles
Piso de loseta
 
Servicios
Vigilancia
Cisterna
Línea telefónica
Tanque de gas
Calentador de agua",3.0,2.0,120.0
Gustavo A. Madero,Casa en Venta en El Coyol,5300000.0,"El Coyol, Gustavo A. Madero, Ciudad de México","🤩🤩CASA EN VENTA CDMX – G.A.M.  A 5 MIN DEL METROBUS SAN JUAN DE ARAGÓN 🤩🤩

Si estás buscando una casa en la CDMX esta oportunidad es para ti, ya que su tercer nivel lo puedes utilizar como oficinas o departamento y rentarlo por su excelente ubicación.

📍 Se encuentra en La Colonia El Coyol, cerca de la nueva Plaza Tepeyac y a 5 min del metrobus San Juan de Aragón y la Av. Eduardo Molina una de las avenidas principales dentro de la CDMX que conecta con El Circuito Interior.

Además, tiene cerca dos líneas de MetroBus, Centros Comerciales, Walmart, Cinemex, Chedraui y más (10 minutos aproximadamente).

 Precio 💲💲5,300,000 M.N.💲💲
🤝SE ACEPTAN CRÉDITOS 
La Casa está en esquina con dos frentes tal como se ve en la foto

Tiene 160 m2 de terreno
270 m2 de Construcción

En la planta baja, encontrarás
🟢 4 estacionamientos
🟢 Portón eléctrico.
🟢 Estancia iluminada
🟢 Medio baño de visitas con ventilación natural.
🟢 La cocina se encuentra en buen estado, con barra al centro y área para desayunador.
🟢 En el patio trasero, hay una jardinera, el área de lavado y un área de resguardo pequeña.

En el Segundo nivel, encontrarás:
✔ Habitación principal con closet con iluminación natural debido a sus ventanas.
✔ Segunda habitación de igual manera con ventanas que permiten una iluminación natural y con closet
✔ La Tercera habitación tiene acceso a la escalera que te lleva al 3er nivel
además de un Vestidor.

El 3er piso se puede utilizar para reuniones o incluso para utilizarlas como oficinas en caso de que su trabajo le permita hacer Home Office, además, es un área con espacios abiertos e iluminados, cuenta con cocineta para preparar todo para tus reuniones, baño completo, y el acceso para la azotea.

✔ La casa cuenta con luces led inteligentes que se prenden desde una App
✔ Cámaras de vigilancia en interiores y exteriores
✔ Cuenta con cisterna y tinacos.
✔ Tiene video portero en la entrada principal.

El precio de la casa es de 💲💲5,300,000💲💲
Informes
📲📲 55-4331-----",3.0,2.0,160.0
Gustavo A. Madero,Departamento en Venta en Santiago Atzacoalco,2202944.0,"Santiago Atzacoalco, Gustavo A. Madero, Ciudad de México","DEPARTAMENTOS EN VENTA EN GUSTAVO A MADERO

ACERCATE A TU LUGAR DE TRABAJO EN LA CDMX, VIVE A UNOS MINUTOS PATIO MARTIN CARRERA Y PARQUE TEPEYAC

OBTEN TU DEPARTAMENTO EN ESTE DESARROLLO
Es un conjunto de ideas y diseños hechos realidad, donde puedes contar con todas las comodidades de modernidad, buen gusto, sectores comerciales, áreas de trabajo, amenidades de valor, y una envidiable ubicación en el norte de la CDMX.

Te brindo la mejor asesoría para elegir tu nuevo hogar, te apoyo con el tramite de crédito INFONAVIT, FOVISSSTE y/o bancario.

Agenda tu cita y conoce un nuevo estilo de vida diferente. 551576----.
Dorian Hernández",3.0,2.0,66.0
Gustavo A. Madero,Departamento en Venta en Santiago Atzacoalco,1722913.0,"Santiago Atzacoalco, Gustavo A. Madero, Ciudad de México","DEPARTAMENTOS EN VENTA EN GUSTAVO A MADERO

ACERCATE A TU LUGAR DE TRABAJO EN LA CDMX, VIVE A UNOS MINUTOS PATIO MARTIN CARRERA Y PARQUE TEPEYAC

OBTEN TU DEPARTAMENTO EN ESTE DESARROLLO
Es un conjunto de ideas y diseños hechos realidad, donde puedes contar con todas las comodidades de modernidad, buen gusto, sectores comerciales, áreas de trabajo, amenidades de valor, y una envidiable ubicación en el norte de la CDMX.

Te brindo la mejor asesoría para elegir tu nuevo hogar, te apoyo con el tramite de crédito INFONAVIT, FOVISSSTE y/o bancario.

Agenda tu cita y conoce un nuevo estilo de vida diferente. 551576----.
Dorian Hernández",2.0,1.0,50.0
Gustavo A. Madero,Departamento en Venta en Industrial Vallejo,1000000.0,"Industrial Vallejo, Gustavo A. Madero, Ciudad de México","VENDO DEPTO EN CONSTANTINO, COLONIA VALLEJO, CDMX, MISMA QUE CONSTA DE; ESTANCIAI, COCINA EQUIPADA, 1 RECAMARA, BAÑO COMPLETO, AREA DE TENDEDEROS. 

SE ACEPTA CUALQUIER TIPO DE CREDITO.",1.0,1.0,46.0
Gustavo A. Madero,Departamento en Venta en Nueva Atzacoalco,2250000.0,"Nueva Atzacoalco, Gustavo A. Madero, Ciudad de México","MLS #25-191
Departamento en venta en Centenario Grand 1811 Gustavo A Madero Nueva Atzacoalco de 54.76 m2 conformado por 2 recamaras con closet, 1 baño completo, 1 puesto de estacionamiento independiente, sala-comedor, cocina, área de lavado, bodega ubicada al lado del puesto de estacionamiento, un Roof Garden totalmente privado en área de azote arriba del departamento con un metraje de 54.76 m2, piso del

departamento y Roof Garden son de cerámica, cocina integra con estufa y muebles, boiler de paso, gas estacionario independiente, baño pisos y área de ducha o zonas húmedas con cerámica. Adicional cuenta con áreas comunes como: lobby, ludoteca, parque infantil. Jardín, zona de asadores, salón de usos múltiples, elevadores, vigilancia con CCCTV 24/7.

Se aparta con 20,000 pesos mexicanos, firma de contrato a los 15 días posterior al apartado con un mínimo de 10% del valor del inmueble y el resto a la firma de las escrituras y entrega inmediata, Precio sujeto a cambio sin previo aviso, Fotos reales",2.0,1.0,54.0
